taxonomic_level,name,ioc_species_count,authority_min,authority_max,authority_spread
genus,Pachyramphus,17,16,17,1
genus,Pachysylvia,5,5,5,0
genus,Padda,2,2,2,0
genus,Pagodroma,1,1,1,0
genus,Pagophila,1,1,1,0
genus,Palmeria,1,1,1,0
genus,Paludipasser,1,1,1,0
genus,Pampa,3,2,3,1
genus,Pampusana,13,12,13,1
genus,Pandion,1,1,1,0
genus,Panterpe,1,1,1,0
genus,Panurus,1,1,1,0
genus,Panyptila,2,2,2,0
genus,Papasula,1,1,1,0
genus,Parabuteo,2,2,2,0
genus,Paraclaravis,2,2,2,0
genus,Paradigalla,2,2,2,0
genus,Paradisaea,6,6,6,0
genus,Paradisornis,1,1,1,0
genus,Paradoxornis,10,8,10,2
genus,Paragallinula,1,1,1,0
genus,Paramythia,2,1,2,1
genus,Parayuhina,1,1,1,0
genus,Pardalotus,4,4,4,0
genus,Pardipicus,2,2,2,0
genus,Pardirallus,3,3,3,0
genus,Parkerthraustes,1,1,1,0
genus,Parkesia,2,2,2,0
genus,Parmoptila,3,3,3,0
genus,Paroaria,6,6,6,0
genus,Paroreomyza,3,3,3,0
genus,Parotia,6,5,6,1
genus,Parus,3,2,3,1
genus,Parvipsitta,2,2,2,0
genus,Passer,28,22,28,6
genus,Passerculus,1,1,1,0
genus,Passerella,4,1,4,3
genus,Passerina,7,7,7,0
genus,Pastor,1,1,1,0
genus,Patagioenas,17,17,17,0
genus,Patagona,2,1,2,1
genus,Pauxi,3,3,3,0
genus,Pavo,2,2,2,0
genus,Pedionomus,1,1,1,0
genus,Pelagodroma,1,1,1,0
genus,Pelargopsis,3,3,3,0
genus,Pelecanoides,4,4,4,0
genus,Pelecanus,8,8,8,0
genus,Peliperdix,1,1,1,0
genus,Pellorneum,17,13,17,4
genus,Peltohyas,1,1,1,0
genus,Peltops,2,2,2,0
genus,Penelope,16,15,16,1
genus,Penelopides,5,4,5,1
genus,Penelopina,1,1,1,0
genus,Percnostola,2,2,2,0
genus,Perdicula,4,4,4,0
genus,Perdix,3,3,3,0
genus,Pericrocotus,15,13,15,2
genus,Periparus,6,6,6,0
genus,Periporphyrus,2,2,2,0
genus,Perisoreus,3,3,3,0
genus,Perissocephalus,1,1,1,0
genus,Pernis,4,4,4,0
genus,Petrochelidon,10,10,10,0
genus,Petroica,14,12,14,2
genus,Petronia,1,1,1,0
genus,Petrophassa,2,2,2,0
genus,Peucaea,8,8,8,0
genus,Peucedramus,1,1,1,0
genus,Pezopetes,1,1,1,0
genus,Pezophaps,1,1,1,0
genus,Pezoporus,2,2,2,0
genus,Phacellodomus,10,9,10,1
genus,Phaenicophaeus,7,6,7,1
genus,Phaenicophilus,2,2,2,0
genus,Phaenostictus,1,1,1,0
genus,Phaeochroa,1,1,1,0
genus,Phaeoptila,1,1,1,0
genus,Phaethon,3,3,3,0
genus,Phaethornis,27,26,27,1
genus,Phaetusa,1,1,1,0
genus,Phainopepla,1,1,1,0
genus,Phainoptila,1,1,1,0
genus,Phalacrocorax,11,11,11,0
genus,Phalaenoptilus,1,1,1,0
genus,Phalaropus,3,3,3,0
genus,Phapitreron,4,3,4,1
genus,Phaps,3,3,3,0
genus,Pharomachrus,5,5,5,0
genus,Phasianus,2,2,2,0
genus,Phedina,1,1,1,0
genus,Phedinopsis,1,1,1,0
genus,Phegornis,1,1,1,0
genus,Phelpsia,1,1,1,0
genus,Pheucticus,6,6,6,0
genus,Pheugopedius,13,12,13,1
genus,Phibalura,2,1,2,1
genus,Philemon,16,15,16,1
genus,Philentoma,2,2,2,0
genus,Philepitta,2,2,2,0
genus,Philesturnus,2,1,2,1
genus,Philetairus,1,1,1,0
genus,Philodice,2,2,2,0
genus,Philohydor,1,1,1,0
genus,Philortyx,1,1,1,0
genus,Philydor,3,3,3,0
genus,Phimosus,1,1,1,0
genus,Phlegopsis,3,3,3,0
genus,Phleocryptes,1,1,1,0
genus,Phlogophilus,2,2,2,0
genus,Phodilus,2,1,2,1
genus,Phoebastria,4,4,4,0
genus,Phoebetria,2,2,2,0
genus,Phoenicircus,2,2,2,0
genus,Phoeniconaias,1,1,1,0
genus,Phoenicoparrus,2,2,2,0
genus,Phoenicopterus,3,3,3,0
genus,Phoeniculus,5,5,5,0
genus,Phoenicurus,14,14,14,0
genus,Pholia,1,1,1,0
genus,Pholidornis,1,1,1,0
genus,Phonipara,1,1,1,0
genus,Phonygammus,1,1,1,0
genus,Phragmacia,1,1,1,0
genus,Phrygilus,4,4,4,0
genus,Phylidonyris,3,3,3,0
genus,Phyllaemulor,1,1,1,0
genus,Phyllastrephus,20,18,20,2
genus,Phyllergates,2,1,2,1
genus,Phyllolais,1,1,1,0
genus,Phyllomyias,9,9,9,0
genus,Phylloscartes,14,14,14,0
genus,Phylloscopus,81,75,81,6
genus,Phytotoma,3,3,3,0
genus,Piaya,3,2,3,1
genus,Pica,7,3,7,4
genus,Picathartes,2,2,2,0
genus,Picoides,3,2,3,1
genus,Piculus,7,7,7,0
genus,Picumnus,25,25,25,0
genus,Picus,14,12,14,2
genus,Piezorina,1,1,1,0
genus,Pilherodius,1,1,1,0
genus,Pinarochroa,1,1,1,0
genus,Pinarocorys,2,2,2,0
genus,Pinaroloxias,1,1,1,0
genus,Pinarornis,1,1,1,0
genus,Pinguinus,1,1,1,0
genus,Pinicola,1,1,1,0
genus,Pionites,2,2,2,0
genus,Pionopsitta,1,1,1,0
genus,Pionus,8,7,8,1
genus,Pipile,5,4,5,1
genus,Pipilo,5,5,5,0
genus,Pipra,3,3,3,0
genus,Pipraeidea,1,1,1,0
genus,Pipreola,11,11,11,0
genus,Piprites,3,3,3,0
genus,Piranga,11,9,11,2
genus,Pitangus,1,1,1,0
genus,Pithecophaga,1,1,1,0
genus,Pithys,2,2,2,0
genus,Pitohui,4,2,4,2
genus,Pitta,20,13,20,7
genus,Pittasoma,2,2,2,0
genus,Pityriasis,1,1,1,0
genus,Platalea,6,6,6,0
genus,Platycercus,6,6,6,0
genus,Platylophus,1,1,1,0
genus,Platyrinchus,7,7,7,0
genus,Platysmurus,2,1,2,1
genus,Platyspiza,1,1,1,0
genus,Platysteira,8,8,8,0
genus,Plectorhyncha,1,1,1,0
genus,Plectrophenax,2,2,2,0
genus,Plectropterus,1,1,1,0
genus,Plegadis,3,3,3,0
genus,Plesiodryas,1,1,1,0
genus,Plocealauda,5,5,5,0
genus,Plocepasser,4,4,4,0
genus,Ploceus,66,63,66,3
genus,Pluvialis,4,4,4,0
genus,Pluvianellus,1,1,1,0
genus,Pluvianus,1,1,1,0
genus,Pnoepyga,4,4,4,0
genus,Podargus,3,3,3,0
genus,Podica,1,1,1,0
genus,Podiceps,9,9,9,0
genus,Podilymbus,2,2,2,0
genus,Podoces,4,4,4,0
genus,Poecile,15,15,15,0
genus,Poecilodryas,3,3,3,0
genus,Poecilostreptus,2,2,2,0
genus,Poecilotriccus,12,12,12,0
genus,Poeoptera,3,3,3,0
genus,Poephila,3,3,3,0
genus,Pogoniulus,10,9,10,1
genus,Pogonocichla,1,1,1,0
genus,Pogonornis,5,5,5,0
genus,Pogonotriccus,9,9,9,0
genus,Poicephalus,10,9,10,1
genus,Poikilocarbo,1,1,1,0
genus,Polemaetus,1,1,1,0
genus,Polihierax,1,1,1,0
genus,Poliocephalus,2,2,2,0
genus,Poliocrania,1,1,1,0
genus,Poliolais,1,1,1,0
genus,Poliolimnas,1,1,1,0
genus,Polioptila,18,12,18,6
genus,Polyboroides,2,2,2,0
genus,Polyerata,3,3,3,0
genus,Polyonymus,1,1,1,0
genus,Polyplectron,8,8,8,0
genus,Polysticta,1,1,1,0
genus,Polystictus,2,2,2,0
genus,Polytelis,3,3,3,0
genus,Polytmus,3,3,3,0
genus,Pomarea,9,9,9,0
genus,Pomatorhinus,11,7,11,4
genus,Pomatostomus,4,4,4,0
genus,Poodytes,5,4,5,1
genus,Pooecetes,1,1,1,0
genus,Poospiza,10,9,10,1
genus,Poospizopsis,2,2,2,0
genus,Porphyrio,13,7,13,6
genus,Porphyriops,1,1,1,0
genus,Porphyrolaema,1,1,1,0
genus,Porzana,3,3,3,0
genus,Premnoplex,2,2,2,0
genus,Premnornis,1,1,1,0
genus,Primolius,3,3,3,0
genus,Prinia,29,23,29,6
genus,Prioniturus,10,10,10,0
genus,Prionochilus,5,5,5,0
genus,Prionodura,1,1,1,0
genus,Prionops,8,7,8,1
genus,Priotelus,2,2,2,0
genus,Probosciger,1,1,1,0
genus,Procarduelis,1,1,1,0
genus,Procellaria,5,5,5,0
genus,Procnias,4,4,4,0
genus,Prodotiscus,3,3,3,0
genus,Progne,9,9,9,0
genus,Promerops,2,2,2,0
genus,Prosobonia,4,4,4,0
genus,Prosopeia,3,3,3,0
genus,Prosthemadera,1,1,1,0
genus,Protonotaria,1,1,1,0
genus,Prunella,12,12,12,0
genus,Psalidoprocne,5,5,5,0
genus,Psaltriparus,1,1,1,0
genus,Psarisomus,1,1,1,0
genus,Psarocolius,9,9,9,0
genus,Psephotellus,4,4,4,0
genus,Psephotus,1,1,1,0
genus,Pseudasthenes,4,4,4,0
genus,Pseudastur,3,3,3,0
genus,Pseudelaenia,1,1,1,0
genus,Pseudeos,2,2,2,0
genus,Pseudhirundo,1,1,1,0
genus,Pseudibis,3,3,3,0
genus,Pseudobias,1,1,1,0
genus,Pseudobulweria,4,4,4,0
genus,Pseudocalyptomena,1,1,1,0
genus,Pseudochelidon,2,2,2,0
genus,Pseudocolaptes,3,2,3,1
genus,Pseudocolopteryx,5,5,5,0
genus,Pseudoleistes,2,2,2,0
genus,Pseudonestor,1,1,1,0
genus,Pseudonigrita,2,2,2,0
genus,Pseudopipra,1,1,1,0
genus,Pseudopodoces,1,1,1,0
genus,Pseudorectes,2,2,2,0
genus,Pseudosaltator,1,1,1,0
genus,Pseudoseisura,4,4,4,0
genus,Pseudospingus,2,2,2,0
genus,Pseudotriccus,3,3,3,0
genus,Psilopogon,33,28,33,5
genus,Psilopsiagon,2,2,2,0
genus,Psilorhamphus,1,1,1,0
genus,Psiloscops,1,1,1,0
genus,Psittacara,12,9,12,3
genus,Psittacella,4,4,4,0
genus,Psittacula,16,16,16,0
genus,Psittacus,2,1,2,1
genus,Psitteuteles,1,1,1,0
genus,Psittinus,2,1,2,1
genus,Psittirostra,1,1,1,0
genus,Psittrichas,1,1,1,0
genus,Psophia,3,3,3,0
genus,Psophodes,4,4,4,0
genus,Pteridophora,1,1,1,0
genus,Pternistis,23,23,23,0
genus,Pterocles,14,14,14,0
genus,Pterodroma,36,31,36,5
genus,Pteroglossus,12,10,12,2
genus,Pteronetta,1,1,1,0
genus,Pterophanes,1,1,1,0
genus,Pteroptochos,3,3,3,0
genus,Pterorhinus,23,18,23,5
genus,Pteruthius,7,6,7,1
genus,Ptilinopus,47,43,47,4
genus,Ptiliogonys,2,2,2,0
genus,Ptilocichla,3,3,3,0
genus,Ptilonorhynchus,1,1,1,0
genus,Ptilopachus,2,2,2,0
genus,Ptiloprora,6,6,6,0
genus,Ptilopsis,2,2,2,0
genus,Ptiloris,4,4,4,0
genus,Ptilorrhoa,4,4,4,0
genus,Ptilostomus,1,1,1,0
genus,Ptilotula,6,6,6,0
genus,Ptiloxena,1,1,1,0
genus,Ptychoramphus,1,1,1,0
genus,Ptyonoprogne,5,4,5,1
genus,Pucrasia,1,1,1,0
genus,Puffinus,21,13,21,8
genus,Pulsatrix,3,3,3,0
genus,Purnella,1,1,1,0
genus,Purpureicephalus,1,1,1,0
genus,Pycnonotus,31,26,31,5
genus,Pycnoptilus,1,1,1,0
genus,Pycnopygius,3,3,3,0
genus,Pygarrhichas,1,1,1,0
genus,Pygiptila,1,1,1,0
genus,Pygochelidon,2,2,2,0
genus,Pygoscelis,3,3,3,0
genus,Pyrenestes,3,3,3,0
genus,Pyrgilauda,4,4,4,0
genus,Pyriglena,5,3,5,2
genus,Pyrilia,7,7,7,0
genus,Pyrocephalus,2,1,2,1
genus,Pyroderus,1,1,1,0
genus,Pyrope,1,1,1,0
genus,Pyrrhocorax,2,2,2,0
genus,Pyrrholaemus,2,2,2,0
genus,Pyrrhomyias,1,1,1,0
genus,Pyrrhoplectes,1,1,1,0
genus,Pyrrhula,8,7,8,1
genus,Pyrrhura,26,23,26,3
genus,Pytilia,5,5,5,0
genus,Quechuavis,1,1,1,0
genus,Quelea,3,3,3,0
genus,Querula,1,1,1,0
genus,Quiscalus,7,7,7,0
genus,Radinopsyche,1,1,1,0
genus,Radjah,1,1,1,0
genus,Rallicula,4,4,4,0
genus,Rallina,4,4,4,0
genus,Rallus,14,10,14,4
genus,Ramosomyia,3,2,3,1
genus,Ramphastos,8,7,8,1
genus,Ramphiculus,9,7,9,2
genus,Ramphocaenus,2,1,2,1
genus,Ramphocelus,8,8,8,0
genus,Ramphocinclus,2,1,2,1
genus,Ramphocoris,1,1,1,0
genus,Ramphodon,1,1,1,0
genus,Ramphomicron,2,2,2,0
genus,Ramphotrigon,4,4,4,0
genus,Ramsayornis,2,2,2,0
genus,Randia,1,1,1,0
genus,Raphus,1,1,1,0
genus,Rauenia,1,1,1,0
genus,Recurvirostra,4,4,4,0
genus,Regulus,5,5,5,0
genus,Reinwardtoena,3,3,3,0
genus,Remiz,4,3,4,1
genus,Rhabdornis,4,2,4,2
genus,Rhabdotorrhinus,4,4,4,0
genus,Rhagologus,1,1,1,0
genus,Rhamphococcyx,1,1,1,0
genus,Rhaphidura,2,2,2,0
genus,Rhea,2,2,2,0
genus,Rhegmatorhina,5,5,5,0
genus,Rheinardia,2,1,2,1
genus,Rhinocrypta,1,1,1,0
genus,Rhinoplax,1,1,1,0
genus,Rhinopomastus,3,3,3,0
genus,Rhinoptilus,3,3,3,0
genus,Rhinortha,1,1,1,0
genus,Rhipidura,61,44,61,17
genus,Rhizothera,2,2,2,0
genus,Rhodacanthis,2,2,2,0
genus,Rhodinocichla,1,1,1,0
genus,Rhodonessa,1,1,1,0
genus,Rhodopechys,1,1,1,0
genus,Rhodophoneus,1,1,1,0
genus,Rhodopis,1,1,1,0
genus,Rhodospingus,1,1,1,0
genus,Rhodospiza,1,1,1,0
genus,Rhodostethia,1,1,1,0
genus,Rhopias,1,1,1,0
genus,Rhopophilus,2,1,2,1
genus,Rhopornis,1,1,1,0
genus,Rhopospina,4,4,4,0
genus,Rhynchocyclus,5,4,5,1
genus,Rhynchophanes,1,1,1,0
genus,Rhynchopsitta,2,2,2,0
genus,Rhynchortyx,1,1,1,0
genus,Rhynchospiza,3,2,3,1
genus,Rhynchostruthus,3,3,3,0
genus,Rhynchotus,2,2,2,0
genus,Rhynochetos,1,1,1,0
genus,Rhyticeros,6,6,6,0
genus,Rhytipterna,3,3,3,0
genus,Riccordia,5,5,5,0
genus,Ridgwayia,1,1,1,0
genus,Rigidipenna,1,1,1,0
genus,Riparia,6,4,6,2
genus,Rissa,2,2,2,0
genus,Robsonius,3,1,3,2
genus,Rollandia,2,2,2,0
genus,Rollulus,1,1,1,0
genus,Roraimia,1,1,1,0
genus,Rostratula,2,2,2,0
genus,Rostrhamus,1,1,1,0
genus,Rougetius,1,1,1,0
genus,Rowettia,1,1,1,0
genus,Rubigula,5,1,5,4
genus,Rufirallus,5,5,5,0
genus,Rukia,2,2,2,0
genus,Rupicola,2,2,2,0
genus,Rupornis,1,1,1,0
genus,Rynchops,3,3,3,0
genus,Sagittarius,1,1,1,0
genus,Sakesphoroides,1,1,1,0
genus,Sakesphorus,3,2,3,1
genus,Salpinctes,1,1,1,0
genus,Salpornis,2,2,2,0
genus,Saltator,16,14,16,2
genus,Saltatricula,2,2,2,0
genus,Salvadorina,1,1,1,0
genus,Sapayoa,1,1,1,0
genus,Sappho,1,1,1,0
genus,Sarcogyps,1,1,1,0
genus,Sarcophanops,2,1,2,1
genus,Sarcops,1,1,1,0
genus,Sarcoramphus,1,1,1,0
genus,Sarkidiornis,2,1,2,1
genus,Saroglossa,1,1,1,0
genus,Sarothrura,9,9,9,0
genus,Sasia,2,2,2,0
genus,Satrapa,1,1,1,0
genus,Saucerottia,11,9,11,2
genus,Saudareos,5,4,5,1
genus,Saundersilarus,1,1,1,0
genus,Saxicola,14,11,14,3
genus,Sayornis,3,3,3,0
genus,Scelorchilus,2,2,2,0
genus,Scenopoeetes,1,1,1,0
genus,Scepomycter,1,1,1,0
genus,Schetba,1,1,1,0
genus,Schiffornis,7,7,7,0
genus,Schistes,2,1,2,1
genus,Schistochlamys,2,2,2,0
genus,Schistolais,2,2,2,0
genus,Schoenicola,2,2,2,0
genus,Schoeniophylax,1,1,1,0
genus,Schoeniparus,7,6,7,1
genus,Schoutedenapus,1,1,1,0
genus,Sciaphylax,2,2,2,0
genus,Scissirostrum,1,1,1,0
genus,Sclateria,1,1,1,0
genus,Scleroptila,9,7,9,2
genus,Sclerurus,7,6,7,1
genus,Scolopax,8,8,8,0
genus,Scopus,1,1,1,0
genus,Scotocerca,1,1,1,0
genus,Scotopelia,3,3,3,0
genus,Scytalopus,49,40,49,9
genus,Scythrops,1,1,1,0
genus,Seiurus,1,1,1,0
genus,Selasphorus,9,9,9,0
genus,Selenidera,6,6,6,0
genus,Seleucidis,1,1,1,0
genus,Semioptera,1,1,1,0
genus,Semnornis,2,2,2,0
genus,Sephanoides,2,2,2,0
genus,Sericornis,7,4,7,3
genus,Sericossypha,1,1,1,0
genus,Sericulus,4,4,4,0
genus,Serilophus,2,1,2,1
genus,Serinus,8,8,8,0
genus,Serpophaga,5,5,5,0
genus,Setopagis,3,3,3,0
genus,Setophaga,37,34,37,3
genus,Setornis,1,1,1,0
genus,Sheppardia,11,10,11,1
genus,Sholicola,2,1,2,1
genus,Sialia,3,3,3,0
genus,Sibirionetta,1,1,1,0
genus,Sicalis,13,13,13,0
genus,Sigelus,1,1,1,0
genus,Silvicultrix,5,4,5,1
genus,Siphonorhis,2,2,2,0
genus,Sipia,4,4,4,0
genus,Sipodotus,1,1,1,0
genus,Siptornis,1,1,1,0
genus,Sirystes,4,4,4,0
genus,Sitta,29,25,29,4
genus,Sittasomus,1,1,1,0
genus,Sittiparus,5,2,5,3
genus,Smicrornis,1,1,1,0
genus,Smithornis,3,3,3,0
genus,Smutsornis,1,1,1,0
genus,Snowornis,2,2,2,0
genus,Somateria,3,3,3,0
genus,Spartonoica,1,1,1,0
genus,Spatula,10,10,10,0
genus,Speculanas,1,1,1,0
genus,Speculipastor,1,1,1,0
genus,Spelaeornis,8,8,8,0
genus,Spermestes,4,4,4,0
genus,Spermophaga,3,3,3,0
genus,Sphecotheres,3,3,3,0
genus,Spheniscus,4,4,4,0
genus,Sphenoeacus,1,1,1,0
genus,Sphenopsis,4,2,4,2
genus,Sphyrapicus,4,4,4,0
genus,Spilopelia,2,2,2,0
genus,Spiloptila,1,1,1,0
genus,Spilornis,6,5,6,1
genus,Spindalis,4,4,4,0
genus,Spinus,20,20,20,0
genus,Spiza,1,1,1,0
genus,Spizaetus,4,4,4,0
genus,Spizella,6,6,6,0
genus,Spizelloides,1,1,1,0
genus,Spiziapteryx,1,1,1,0
genus,Spizixos,2,2,2,0
genus,Spizocorys,7,7,7,0
genus,Spodiopsar,2,2,2,0
genus,Sporathraupis,1,1,1,0
genus,Sporophila,41,38,41,3
genus,Sporopipes,2,2,2,0
genus,Stachyris,13,12,13,1
genus,Stactolaema,3,3,3,0
genus,Stagonopleura,3,3,3,0
genus,Staphida,3,2,3,1
genus,Starnoenas,1,1,1,0
genus,Steatornis,1,1,1,0
genus,Stelgidillas,1,1,1,0
genus,Stelgidopteryx,2,2,2,0
genus,Stenostira,1,1,1,0
genus,Stephanoaetus,1,1,1,0
genus,Stephanophorus,1,1,1,0
genus,Stephanoxis,2,1,2,1
genus,Stercorarius,7,7,7,0
genus,Sterna,13,13,13,0
genus,Sternoclyta,1,1,1,0
genus,Sternula,7,7,7,0
genus,Sterrhoptilus,4,3,4,1
genus,Stictonetta,1,1,1,0
genus,Stigmatura,3,2,3,1
genus,Stilpnia,15,14,15,1
genus,Stiphrornis,3,1,3,2
genus,Stipiturus,3,3,3,0
genus,Stizoptera,1,1,1,0
genus,Stizorhina,2,1,2,1
genus,Stomiopera,2,2,2,0
genus,Strepera,3,3,3,0
genus,Streptocitta,2,2,2,0
genus,Streptopelia,15,13,15,2
genus,Streptoprocne,5,5,5,0
genus,Stresemannia,1,1,1,0
genus,Strigops,1,1,1,0
genus,Strix,22,19,22,3
genus,Struthidea,1,1,1,0
genus,Struthio,2,2,2,0
genus,Sturnella,3,2,3,1
genus,Sturnia,5,4,5,1
genus,Sturnornis,1,1,1,0
genus,Sturnus,2,2,2,0
genus,Sublegatus,3,3,3,0
genus,Sugomel,2,2,2,0
genus,Suiriri,1,1,1,0
genus,Sula,7,6,7,1
genus,Surnia,1,1,1,0
genus,Surniculus,4,1,4,3
genus,Suthora,12,11,12,1
genus,Swynnertonia,1,1,1,0
genus,Sylvia,7,6,7,1
genus,Sylvietta,9,9,9,0
genus,Sylviorthorhynchus,2,2,2,0
genus,Sylviparus,1,1,1,0
genus,Syma,2,2,2,0
genus,Symposiachrus,23,20,23,3
genus,Synallaxis,37,35,37,2
genus,Syndactyla,8,8,8,0
genus,Synoicus,4,4,4,0
genus,Synorhacma,1,1,1,0
genus,Synthliboramphus,5,5,5,0
genus,Sypheotides,1,1,1,0
genus,Syrigma,1,1,1,0
genus,Syrmaticus,5,5,5,0
genus,Syrrhaptes,2,2,2,0
genus,Syrtidicola,1,1,1,0
genus,Systellura,1,1,1,0
genus,Taccocua,1,1,1,0
genus,Tachornis,3,3,3,0
genus,Tachuris,1,1,1,0
genus,Tachybaptus,5,5,5,0
genus,Tachycineta,9,9,9,0
genus,Tachyeres,4,4,4,0
genus,Tachymarptis,2,2,2,0
genus,Tachyphonus,5,5,5,0
genus,Tachyspiza,27,27,27,0
genus,Tadorna,6,6,6,0
genus,Taenioptynx,2,1,2,1
genus,Taeniopygia,2,1,2,1
genus,Taeniotriccus,1,1,1,0
genus,Talaphorus,1,1,1,0
genus,Talegalla,3,3,3,0
genus,Tangara,28,27,28,1
genus,Tanygnathus,5,4,5,1
genus,Tanysiptera,9,8,9,1
genus,Taoniscus,1,1,1,0
genus,Tapera,1,1,1,0
genus,Taphrolesbia,1,1,1,0
genus,Taphrospilus,1,1,1,0
genus,Taraba,1,1,1,0
genus,Tarphonomus,2,2,2,0
genus,Tarsiger,8,6,8,2
genus,Tauraco,13,13,13,0
genus,Tchagra,4,4,4,0
genus,Telacanthura,2,2,2,0
genus,Teledromas,1,1,1,0
genus,Telespiza,2,2,2,0
genus,Telophorus,3,3,3,0
genus,Temnurus,1,1,1,0
genus,Tephrodornis,4,2,4,2
genus,Tephrophilus,1,1,1,0
genus,Tephrozosterops,1,1,1,0
genus,Tepuiornis,1,1,1,0
genus,Terathopius,1,1,1,0
genus,Terenotriccus,1,1,1,0
genus,Terenura,2,2,2,0
genus,Teretistris,2,2,2,0
genus,Terpsiphone,16,15,16,1
genus,Territornis,3,3,3,0
genus,Tersina,1,1,1,0
genus,Tesia,4,4,4,0
genus,Tetrao,2,2,2,0
genus,Tetraogallus,5,5,5,0
genus,Tetraophasis,2,2,2,0
genus,Tetrastes,2,2,2,0
genus,Tetrax,1,1,1,0
genus,Thalassarche,9,5,9,4
genus,Thalasseus,8,6,8,2
genus,Thalassoica,1,1,1,0
genus,Thalassornis,1,1,1,0
genus,Thalurania,4,4,4,0
genus,Thamnistes,2,1,2,1
genus,Thamnolaea,1,1,1,0
genus,Thamnomanes,4,4,4,0
genus,Thamnophilus,31,30,31,1
genus,Thamnornis,1,1,1,0
genus,Thaumasius,2,2,2,0
genus,Thaumastura,1,1,1,0
genus,Thectocercus,1,1,1,0
genus,Theristicus,4,3,4,1
genus,Thescelocichla,1,1,1,0
genus,Thinocorus,2,2,2,0
genus,Thinornis,7,7,7,0
genus,Thlypopsis,8,8,8,0
genus,Thraupis,7,7,7,0
genus,Threnetes,3,3,3,0
genus,Threskiornis,6,6,6,0
genus,Thripadectes,7,7,7,0
genus,Thripophaga,5,5,5,0
genus,Thryomanes,1,1,1,0
genus,Thryophilus,5,5,5,0
genus,Thryorchilus,1,1,1,0
genus,Thryothorus,1,1,1,0
genus,Tiaris,1,1,1,0
genus,Tichodroma,1,1,1,0
genus,Tickellia,1,1,1,0
genus,Tigriornis,1,1,1,0
genus,Tigrisoma,3,3,3,0
genus,Tilmatura,1,1,1,0
genus,Timalia,1,1,1,0
genus,Timeliopsis,2,2,2,0
genus,Tinamotis,2,2,2,0
genus,Tinamus,5,5,5,0
genus,Tityra,4,4,4,0
genus,Tmetothylacus,1,1,1,0
genus,Tockus,10,5,10,5
genus,Todiramphus,29,20,29,9
genus,Todirostrum,7,7,7,0
genus,Todus,5,5,5,0
genus,Tolmomyias,7,5,7,2
genus,Topaza,2,2,2,0
genus,Torgos,1,1,1,0
genus,Torreornis,1,1,1,0
genus,Touit,8,8,8,0
genus,Toxorhamphus,2,2,2,0
genus,Toxostoma,10,10,10,0
genus,Trachylaemus,2,1,2,1
genus,Trachyphonus,5,4,5,1
genus,Tragopan,5,5,5,0
genus,Traversia,1,1,1,0
genus,Treron,30,23,30,7
genus,Tribonyx,2,2,2,0
genus,Trichodere,1,1,1,0
genus,Trichoglossus,10,8,10,2
genus,Tricholaema,6,6,6,0
genus,Tricholestes,1,1,1,0
genus,Trichothraupis,1,1,1,0
genus,Triclaria,1,1,1,0
genus,Trigonoceps,1,1,1,0
genus,Tringa,13,13,13,0
genus,Trochalopteron,19,14,19,5
genus,Trochilus,2,2,2,0
genus,Trochocercus,2,2,2,0
genus,Troglodytes,18,12,18,6
genus,Trogon,24,19,24,5
genus,Tropicoperdix,3,1,3,2
genus,Trugon,1,1,1,0
genus,Tumbezia,1,1,1,0
genus,Tunchiornis,4,1,4,3
genus,Turacoena,3,2,3,1
genus,Turdinus,3,3,3,0
genus,Turdoides,19,19,19,0
genus,Turdus,106,83,106,23
genus,Turnagra,2,2,2,0
genus,Turnix,17,15,17,2
genus,Turtur,5,5,5,0
genus,Tychaedon,5,5,5,0
genus,Tylas,1,1,1,0
genus,Tympanuchus,3,3,3,0
genus,Tyranneutes,2,2,2,0
genus,Tyranniscus,3,3,3,0
genus,Tyrannopsis,1,1,1,0
genus,Tyrannulus,1,1,1,0
genus,Tyrannus,13,13,13,0
genus,Tyto,18,13,18,5
genus,Upucerthia,4,4,4,0
genus,Upupa,3,2,3,1
genus,Uraeginthus,3,3,3,0
genus,Uranomitra,1,1,1,0
genus,Uratelornis,1,1,1,0
genus,Uria,2,2,2,0
genus,Urile,4,4,4,0
genus,Urochroa,2,1,2,1
genus,Urocissa,5,5,5,0
genus,Urocolius,2,2,2,0
genus,Urocynchramus,1,1,1,0
genus,Urodynamis,1,1,1,0
genus,Uroglaux,1,1,1,0
genus,Urolais,1,1,1,0
genus,Urolestes,1,1,1,0
genus,Uromyias,2,2,2,0
genus,Uropelia,1,1,1,0
genus,Uropsalis,2,2,2,0
genus,Uropsila,1,1,1,0
genus,Urosphena,3,3,3,0
genus,Urosticte,2,2,2,0
genus,Urothraupis,1,1,1,0
genus,Urotriorchis,1,1,1,0
genus,Vanellus,23,23,23,0
genus,Vanga,1,1,1,0
genus,Vauriella,4,4,4,0
genus,Veles,1,1,1,0
genus,Veniliornis,14,14,14,0
genus,Vermivora,3,3,3,0
genus,Verreauxia,1,1,1,0
genus,Vidua,19,19,19,0
genus,Vini,11,11,11,0
genus,Vireo,34,32,34,2
genus,Vireolanius,4,4,4,0
genus,Viridonia,1,1,1,0
genus,Volatinia,1,1,1,0
genus,Vosea,1,1,1,0
genus,Vultur,1,1,1,0
genus,Wetmorethraupis,1,1,1,0
genus,Willisornis,2,2,2,0
genus,Xanthocephalus,1,1,1,0
genus,Xanthomixis,3,3,3,0
